descripcion,monto,categoria,es_gasto_hormiga,fuente
"Pago por suscripción a internet (banda ancha, acceso telefónico, acceso inalámbrico, etc.)",4552,Susc.,False,DANE_ENIG_2006_2007
Pago de internet según demanda o por tiempo de uso,22167,Susc.,False,DANE_ENIG_2006_2007
Pago por servicio de Internet según plan,61421,Susc.,False,DANE_ENIG_2006_2007
Servicios de café internet,16257,Susc.,False,DANE_ENIG_2006_2007
Pago por descargas de internet y suscripción a páginas web,28898,Susc.,False,DANE_ENIG_2006_2007
Tarjetas prepago para celular,21695,Susc.,False,DANE_ENIG_2006_2007
"Otras tarjetas prepago: local, larga distancia, internet, etc.",16700,Susc.,False,DANE_ENIG_2006_2007
"Equipos de sonido, radiolas y tocadiscos",38631,Salidas,False,DANE_ENIG_2006_2007
Reproductores de CD,12515,Salidas,False,DANE_ENIG_2006_2007
"Radio, radioreloj, grabadoras, radiograbadora",7613,Salidas,True,DANE_ENIG_2006_2007
"Walkman, diskman",17986,Salidas,False,DANE_ENIG_2006_2007
"Radio o equipo de sonido para vehículos (casetera, CD y MP3)",32186,Salidas,False,DANE_ENIG_2006_2007
"Amplificadores de sonido, altavoces, equalizadores, bafles, micrófonos, audífonos, sintonizadores, a",43061,Salidas,False,DANE_ENIG_2006_2007
"Otros equipos para la recepción, grabación y reproducción de sonido",31264,Salidas,False,DANE_ENIG_2006_2007
Televisor blanco y negro,13823,Salidas,False,DANE_ENIG_2006_2007
Televisor a color convencional,33547,Salidas,False,DANE_ENIG_2006_2007
Televisor de plasma o pantalla crsital liquido (LCD),97850,Salidas,False,DANE_ENIG_2006_2007
Antenas de televisión,2943,Salidas,True,DANE_ENIG_2006_2007
VHS,10689,Salidas,False,DANE_ENIG_2006_2007
DVD,11488,Salidas,False,DANE_ENIG_2006_2007
Teatro en casa,16984,Salidas,False,DANE_ENIG_2006_2007
Cámaras fotográficas,31336,Salidas,False,DANE_ENIG_2006_2007
Proyectores de diapositivas,266667,Salidas,False,DANE_ENIG_2006_2007
"Accesorios de fotografía: Flash, lentes, medidores de luz, filtros, trípodes, equipo para revelado, ",7251,Salidas,True,DANE_ENIG_2006_2007
Cámaras de video,60967,Salidas,False,DANE_ENIG_2006_2007
"Proyectores de películas, video beams, proyectores de opacos, acetatos, etc",92313,Salidas,False,DANE_ENIG_2006_2007
"Instrumentos ópticos: Microscopios, telescopios, lupas, binóculos, brújulas, etc",1948,Salidas,True,DANE_ENIG_2006_2007
"Computadores personales, portátiles y de bolsillo",123648,Salidas,False,DANE_ENIG_2006_2007
Monitores,26948,Salidas,False,DANE_ENIG_2006_2007
Impresoras,18674,Salidas,False,DANE_ENIG_2006_2007
Escáner,20433,Salidas,False,DANE_ENIG_2006_2007
"Agendas electrónicas, diccionarios electrónicos y procesadores de texto",70204,Salidas,False,DANE_ENIG_2006_2007
"Reproductores digitales de música, video e imagen (MP3, MP4, Ipod, etc.)",15329,Salidas,False,DANE_ENIG_2006_2007
Máquinas de escribir manuales y eléctricas,2291,Salidas,True,DANE_ENIG_2006_2007
Calculadoras,2827,Salidas,True,DANE_ENIG_2006_2007
"Otros aparatos de tratamiento de información: servidores, etc.",7824,Salidas,True,DANE_ENIG_2006_2007
"Software tipo Office: procesadores de palabra, hojas de cálculo, software para hacer presentaciones ",10141,Salidas,False,DANE_ENIG_2006_2007
"Software especializado: de medicina, financiero, de diseño y dibujo, paquetes estadísticos y similar",36073,Salidas,False,DANE_ENIG_2006_2007
Software de entretenimiento para computadores,12596,Salidas,False,DANE_ENIG_2006_2007
Antivirus,3277,Salidas,True,DANE_ENIG_2006_2007
"Webcam, Dispositivos de joystick y similares, Mouse, Teclados, Parlantes para computador, Cables par",4383,Salidas,True,DANE_ENIG_2006_2007
"Módem, Tarjetas de video, Tarjetas de sonido, unidades de diskette, unidades de DVD",7885,Salidas,True,DANE_ENIG_2006_2007
"Memoria RAM, Procesador, Board, switch de red, disco duro",12289,Salidas,False,DANE_ENIG_2006_2007
"Memoria de USB, memory sticks, tarjetas SD, lectores de SD",10465,Salidas,False,DANE_ENIG_2006_2007
"Otros accesorios para computador: Forros, Pad mouse, etc.",6316,Salidas,True,DANE_ENIG_2006_2007
Casetes pregrabados de audio,14334,Salidas,False,DANE_ENIG_2006_2007
Casetes pregrabados de video,10477,Salidas,False,DANE_ENIG_2006_2007
Disquetes pregrabados (excluir software y videojuegos),9077,Salidas,True,DANE_ENIG_2006_2007
CD´s y DVD´s pregrabados (excluir software y videojuegos),18350,Salidas,False,DANE_ENIG_2006_2007
Discos de acetato pregrabados,26191,Salidas,False,DANE_ENIG_2006_2007
"Cintas, casetes, CD´s, DVD´s y disquetes vírgenes",10962,Salidas,False,DANE_ENIG_2006_2007
"Material para uso fotográfico: Rollos, cartuchos, discos vírgenes para uso otográfico y cinematográf",13796,Salidas,False,DANE_ENIG_2006_2007
Reparación de equipos y accesorios audiovisuales,6629,Salidas,True,DANE_ENIG_2006_2007
Reparación de equipos y accesorios fotográficos,17982,Salidas,False,DANE_ENIG_2006_2007
"Equipo y accesorios para deportes: pesas, balones, mallas, bicicletas estáticas, mesas de ping pong,",6434,Salidas,True,DANE_ENIG_2006_2007
"Instrumentos musicales: Armónicas, flautas, maracas, tambores, baterías, guitarras, órganos, pianos,",21223,Salidas,False,DANE_ENIG_2006_2007
Accesorios para instrumentos musicales,37084,Salidas,False,DANE_ENIG_2006_2007
Mantenimiento y reparación de instrumentos musicales y de equipos relacionados con deportes y ocio t,9451,Salidas,True,DANE_ENIG_2006_2007
"Juegos de mesa: cartas, naipes, dominó, ajedrez, parqués, damas chinas, rumi-q, etc.",1866,Salidas,True,DANE_ENIG_2006_2007
"Juguetes: carros, trenes, muñecas, loterias, peluches, rompecabezas, sonajeros,  armatodos, bromas, ",23433,Salidas,False,DANE_ENIG_2006_2007
"Bicicletas para niño(a), triciclos, columpios",8890,Salidas,True,DANE_ENIG_2006_2007
"Consolas para juegos electrónicos: Play Station, nintendos, X-box, gameboy, etc.",37506,Salidas,False,DANE_ENIG_2006_2007
Casetes y CD ROM de video juegos,12439,Salidas,False,DANE_ENIG_2006_2007
"Disfraces (vestidos, máscaras, accesorios)",3505,Salidas,True,DANE_ENIG_2006_2007
"Adornos navideños (árboles de navidad, guirnaldas, etc), pólvora y fuegos artificiales",5296,Salidas,True,DANE_ENIG_2006_2007
"Artículos para fiestas: piñatas, serpentinas, confetis, bombas plásticas, recordatorios, etc.",38698,Salidas,False,DANE_ENIG_2006_2007
"Artículos de colección: monedas, estampillas, álbumes para estampillas, billetes, etc.",6003,Salidas,True,DANE_ENIG_2006_2007
"Equipo y accesorios para camping: carpas, colchonetas aislantes o térmicas, linternas, asadores o es",5550,Salidas,True,DANE_ENIG_2006_2007
"Calzado para deportes: patines, guayos, zapatos para golf, zapatillas para atletismo, clavos para al",29806,Salidas,False,DANE_ENIG_2006_2007
"Equipos para pesca y caza: cañas y otros equipos para pescar, armas de fuego y municiones",6305,Salidas,True,DANE_ENIG_2006_2007
Flores sueltas o por docena,53026,Salidas,False,DANE_ENIG_2006_2007
"Plantas naturales: Ramos de flores, matas, arbustos",13773,Salidas,False,DANE_ENIG_2006_2007
"Coronas, flores para funerales, hojas verdes",3816,Salidas,True,DANE_ENIG_2006_2007
Plantas artificiales: Flores (sueltas o en ramo) y matas,25241,Salidas,False,DANE_ENIG_2006_2007
"Semillas, bulbos de plantas, césped, fertilizantes, fungicidas, abonos, materas, macetas y tiestos p",23836,Salidas,False,DANE_ENIG_2006_2007
"Animales domésticos y mascotas: perros, gatos, pájaros, conejos, peces, etc.",3258,Salidas,True,DANE_ENIG_2006_2007
Alimentos para animales domésticos y mascotas,32505,Salidas,False,DANE_ENIG_2006_2007
"Productos para animales domésticos y mascotas, productos de veterinaria, para el cuidado e higiene (",22736,Salidas,False,DANE_ENIG_2006_2007
"Servicios de veterinaria y de otro tipo para animales domésticos: cuidado, salón",39667,Salidas,False,DANE_ENIG_2006_2007
"Entrada a Ferias (del libro, artesanal, etc)",24605,Salidas,False,DANE_ENIG_2006_2007
"Gastos en parques, parques de diversiones, juegos mecánicos (no incluir pago de paquetes de paseos d",44252,Salidas,False,DANE_ENIG_2006_2007
Gastos en bazares y fiestas populares,37475,Salidas,False,DANE_ENIG_2006_2007
"Servicio de profesores o instructores particulares en clases recreativas y deportivas (bridge, ajedr",72179,Salidas,False,DANE_ENIG_2006_2007
"Servicio de profesores o instructores particulares en clases de formación artístartística (música, b",37349,Salidas,False,DANE_ENIG_2006_2007
"Gastos en fiestas del hogar (matrimonios, cumpleaños, bautizos, navidad)",41252,Salidas,False,DANE_ENIG_2006_2007
Gastos en juegos electrónicos y maquinitas (daytona y otras) en estableciemiento públicos,34565,Salidas,False,DANE_ENIG_2006_2007
Entrada a espectáculos deportivos,32452,Salidas,False,DANE_ENIG_2006_2007
"Alquiler de instalaciones o canchas deportivas para la práctica de deportes (bolos, tenis, golfito, ",97358,Salidas,False,DANE_ENIG_2006_2007
Pago por servicios de gimnasio,12900,Salidas,False,DANE_ENIG_2006_2007
Cuotas a clubes sociales y deportivos,129612,Salidas,False,DANE_ENIG_2006_2007
"Servicio de billar, tejo, rana y ping pong",53507,Salidas,False,DANE_ENIG_2006_2007
"Alquiler de equipo, accesorios y calzado para deporte y recreación",10564,Salidas,False,DANE_ENIG_2006_2007
Entradas a cine,32080,Salidas,False,DANE_ENIG_2006_2007
Entradas a teatro,49903,Salidas,False,DANE_ENIG_2006_2007
"Entradas a espectáculos musicales: conciertos, óperas, ballets, zarzuela, etc.",16131,Salidas,False,DANE_ENIG_2006_2007
Entradas a circos y otros espectáculos afines,6117,Salidas,True,DANE_ENIG_2006_2007
Entradas a plazas de toros,27446,Salidas,False,DANE_ENIG_2006_2007
"Entradas a museos, galerías de arte y exhibiciones",20830,Salidas,False,DANE_ENIG_2006_2007
"Entradas a bibliotecas, hemerotecas y archivos",60552,Salidas,False,DANE_ENIG_2006_2007
Entradas a parques nacionales y Reservas naturales,4960,Salidas,True,DANE_ENIG_2006_2007
"Entradas a jardines botánicos, zoológicos y acuarios",19475,Salidas,False,DANE_ENIG_2006_2007
"Entradas a monumentos nacionales (sitios históricos, etc) y zonas arqueológicas",5369,Salidas,True,DANE_ENIG_2006_2007
"Suscripción, instalación, conexión o reconexión a televisión por cable, satelital, digitalizada o an",2497,Salidas,True,DANE_ENIG_2006_2007
"Pago por servicio de televisión por cable, satelital, digitalizada o antena para",22392,Salidas,False,DANE_ENIG_2006_2007
"Alquiler de TV y equipos de video: televisores, reproductoras de video, radios, etc.",17051,Salidas,False,DANE_ENIG_2006_2007
"Alquiler de películas, videos musicales y videojuegos",9368,Salidas,True,DANE_ENIG_2006_2007
"Servicios fotográficos: fotografías, revelado, ampliaciones, impresión de fotografías digitales, ser",24349,Salidas,False,DANE_ENIG_2006_2007
"Otros servicios culturales: músicos, payasos, recreacionistas y otros",4301,Salidas,True,DANE_ENIG_2006_2007
"Loterías, chance, baloto y similares",25315,Salidas,False,DANE_ENIG_2006_2007
Rifas y sorteos (diferentes a loterías),16443,Salidas,False,DANE_ENIG_2006_2007
"Casinos, máquinas tragamonedas y bingos",57784,Salidas,False,DANE_ENIG_2006_2007
Libros sueltos de lectura,50749,Salidas,False,DANE_ENIG_2006_2007
Atlas y diccionarios,6243,Salidas,True,DANE_ENIG_2006_2007
"Enciclopedias, obras completas y colecciones",10557,Salidas,False,DANE_ENIG_2006_2007
"Fascículos y tomos de enciclopedias, obras completas o colecciones",138054,Salidas,False,DANE_ENIG_2006_2007
Encuadernación de libros,12351,Salidas,False,DANE_ENIG_2006_2007
Libros técnicos y libros especializados,90300,Salidas,False,DANE_ENIG_2006_2007
Lista de útiles escolares completa,10283,Salidas,False,DANE_ENIG_2006_2007
"Libros de texto: textos guías para clase (incluye libros de literatura, poesía, etc, requeridos en c",8140,Salidas,True,DANE_ENIG_2006_2007
Compra diaria de periódicos,15005,Salidas,False,DANE_ENIG_2006_2007
Suscripción a periódicos,10203,Salidas,False,DANE_ENIG_2006_2007
"Compra de revistas sueltas, fotonovelas, cuentos y cuadernillos para colorear",8102,Salidas,True,DANE_ENIG_2006_2007
Suscripción a revistas y otras publicaciones periódicas,7953,Salidas,True,DANE_ENIG_2006_2007
"Catálogos, material publicitario, tarjetas de invitación o felicitación, arteles, postales, calendar",23603,Salidas,False,DANE_ENIG_2006_2007
Mapas y globos terráqueos,955,Salidas,True,DANE_ENIG_2006_2007
"Cuadernos (cosidos, grapados, argollados, plastificados, etc.) y blocks",17122,Salidas,False,DANE_ENIG_2006_2007
"Libretas, agendas, diarios personales y libros de contabilidad",4612,Salidas,True,DANE_ENIG_2006_2007
"Hojas sueltas de papel (oficio, carta, cuadriculado, mantequilla, carbón), cartulina y otro tipo de ",4990,Salidas,True,DANE_ENIG_2006_2007
Resmas de papel (carta u oficio),9138,Salidas,True,DANE_ENIG_2006_2007
"Otros artículos de papeleria: fólderes, sobres (carta o manila), forros, rótulos",6864,Salidas,True,DANE_ENIG_2006_2007
"Lápices, portaminas, minas, talápices y borradores",3905,Salidas,True,DANE_ENIG_2006_2007
"Bolígrafos, plumasters, estilógrafos, plumas, marcadores y resaltadores",3729,Salidas,True,DANE_ENIG_2006_2007
"Tintas (para estilógrafo, china y otras), plantillas de dibujo, almohadillas, líquidos correctores, ",14878,Salidas,False,DANE_ENIG_2006_2007
"Lienzos, telas para dibujo y pintura",69598,Salidas,False,DANE_ENIG_2006_2007
Pinceles para dibujo,3013,Salidas,True,DANE_ENIG_2006_2007
"Vinilos, témperas, acuarelas, óleos, carboncillos, cajas de colores, crayolas, plastilina, otras pin",6486,Salidas,True,DANE_ENIG_2006_2007
"Otros artículos para manualidades (repujadores, troqueladores, enrolladores, etc",16405,Salidas,False,DANE_ENIG_2006_2007
"Perforadoras, cortadoras, tijeras, grapadoras",673,Salidas,True,DANE_ENIG_2006_2007
"Pegamentos, cintas, colbones, gomas, adhesivos, bisturís, grapas, clips, broches",3516,Salidas,True,DANE_ENIG_2006_2007
"Reglas, escuadras, compaces, transportadores y otros instrumentos de geometría.",6160,Salidas,True,DANE_ENIG_2006_2007
"Estuches para lápices, pizarras, tiza, yeso para actividades educativas, madera balso etc.",6082,Salidas,True,DANE_ENIG_2006_2007
"Paquetes turísticos completos: Gira turística completa (incluye pasajes, alojamiento, alimentación, ",159891,Salidas,False,DANE_ENIG_2006_2007
"Pago de paquete por viajes de excursión, peregrinaje o convivencia de menos de un día (sin pernoctar",24437,Salidas,False,DANE_ENIG_2006_2007
Matrícula e inscripción en preescolar,7661,Fijos,False,DANE_ENIG_2006_2007
Pensiones en preescolar,75851,Fijos,False,DANE_ENIG_2006_2007
Bonos escolares en preescolar,2349,Fijos,False,DANE_ENIG_2006_2007
Asociación de padres de familia en preescolar,1951,Fijos,False,DANE_ENIG_2006_2007
"Uniformes (diario, gala, deportes) en preescolar",6877,Fijos,False,DANE_ENIG_2006_2007
"Otros gastos en preescolar no especificados anteriormente (aportes para rifas, e",17809,Fijos,False,DANE_ENIG_2006_2007
Matrícula e inscripción en primaria,6667,Fijos,False,DANE_ENIG_2006_2007
Pensiones en primaria,98339,Fijos,False,DANE_ENIG_2006_2007
Bonos escolares en primaria,7637,Fijos,False,DANE_ENIG_2006_2007
Asociación de padres de familia en primaria,2059,Fijos,False,DANE_ENIG_2006_2007
"Uniformes (diario, gala, deportes) en primaria",8008,Fijos,False,DANE_ENIG_2006_2007
"Otros gastos en primaria no especificados anteriormente (aportes para rifas, eventos especiales y co",12072,Fijos,False,DANE_ENIG_2006_2007
Matrícula e inscripción en educación para niños con necesidades educativas especiales,8461,Fijos,False,DANE_ENIG_2006_2007
Pensiones en educación de niños con necesidades educativas especiales,82906,Fijos,False,DANE_ENIG_2006_2007
"Otros gastos en enseñanza de niños con necesidades educativas especiales (aportes para rifas, evento",14064,Fijos,False,DANE_ENIG_2006_2007
Matriculas e inscripción en secundaria,10106,Fijos,False,DANE_ENIG_2006_2007
Pensiones en secundaria,126704,Fijos,False,DANE_ENIG_2006_2007
Bonos escolares en secundaria,4513,Fijos,False,DANE_ENIG_2006_2007
Asociación de padres de familia en secundaria,2310,Fijos,False,DANE_ENIG_2006_2007
"Uniformes (diario, gala, deportes) en secundaria",9721,Fijos,False,DANE_ENIG_2006_2007
"Otros gastos en secundaria no especificados anteriormente (aportes para rifas, e",23116,Fijos,False,DANE_ENIG_2006_2007
Inscripciones y matrículas en carreras universitarias (no incluye postgrado),194955,Fijos,False,DANE_ENIG_2006_2007
Inscripciones y matrículas en carreras técnicas y tecnológicas,62920,Fijos,False,DANE_ENIG_2006_2007
"Inscripciones y matrículas en postgrados (especialización, maestría, doctorado)",260213,Fijos,False,DANE_ENIG_2006_2007
Otros gastos en educación superior (pregrados y postgrados),60556,Fijos,False,DANE_ENIG_2006_2007
"Cursos de educación no formal en academias o instituciones de idiomas, informática, moda y confecció",134361,Fijos,False,DANE_ENIG_2006_2007
Cursos de educación no formal en academias o instituciones de deportes,98681,Fijos,False,DANE_ENIG_2006_2007
Cursos de educación no formal en academias o instituciones de formación artística,132741,Fijos,False,DANE_ENIG_2006_2007
"Diplomados, educación continuada, preicfes, pre-universitarios",34904,Fijos,False,DANE_ENIG_2006_2007
Educación para adultos y validaciones,9009,Fijos,False,DANE_ENIG_2006_2007
Pago a instituciones por asesoría de tareas,69323,Fijos,False,DANE_ENIG_2006_2007
Clases académicas dictadas por particulares,38907,Fijos,False,DANE_ENIG_2006_2007
Desayunos completos,44147,Salidas,False,DANE_ENIG_2006_2007
Almuerzos completos,113969,Salidas,False,DANE_ENIG_2006_2007
Comidas completas,61522,Salidas,False,DANE_ENIG_2006_2007
"Tiquetera para alimentos preparados, excepto en establecimientos educativos",84794,Salidas,False,DANE_ENIG_2006_2007
"Platos diversos: Pollo asado, carne asada, arroz chino, lechona y similares",41452,Salidas,False,DANE_ENIG_2006_2007
"Bebidas calientes en cafeterías y similares: Tinto, café con leche, chocolate, té, bebida achocolata",11002,Salidas,False,DANE_ENIG_2006_2007
Gaseosa y otros refrescos,17612,Salidas,False,DANE_ENIG_2006_2007
Jugos naturales,9993,Salidas,True,DANE_ENIG_2006_2007
Leche tomada fuera del hogar,7521,Salidas,True,DANE_ENIG_2006_2007
"Yogurt, kumis",8251,Salidas,True,DANE_ENIG_2006_2007
"Masato, mazamorra, chicha, avena helada, malteada, agua de panela fria y similar",5801,Salidas,True,DANE_ENIG_2006_2007
Agua mineral (familiar),8177,Salidas,True,DANE_ENIG_2006_2007
"Helados, paletas, conos y similares",12094,Salidas,False,DANE_ENIG_2006_2007
"Ensaladas de frutas, frutas sueltas, fresas con crema",13756,Salidas,False,DANE_ENIG_2006_2007
Galletas de sal y de dulce,5516,Salidas,True,DANE_ENIG_2006_2007
"Pan, almojábanas, buñuelos, pandeyucas, arepas y similares",14640,Salidas,False,DANE_ENIG_2006_2007
"Emparedados, empanadas, bollos, envueltos, tamales, pastel de pollo, perros calientes, hamburguesas,",21711,Salidas,False,DANE_ENIG_2006_2007
"Brownies, obleas, ponques, bizcochos, milhojas y similares",9879,Salidas,True,DANE_ENIG_2006_2007
"Productos de salsamentaria y fritanga: chorizos, jamones, rellenas y similares",8863,Salidas,True,DANE_ENIG_2006_2007
"Quesos, cuajadas y quesillos",12882,Salidas,False,DANE_ENIG_2006_2007
Huevos preparados,4084,Salidas,True,DANE_ENIG_2006_2007
"Arequipes, bocadillos, gelatinas y similares",5176,Salidas,True,DANE_ENIG_2006_2007
"Frituras: papas fritas, chitos, patacones y similares",7520,Salidas,True,DANE_ENIG_2006_2007
"Dulces, confites, chocolatinas, bombones",6861,Salidas,True,DANE_ENIG_2006_2007
"Cócteles de camarones, ostras y similares",15078,Salidas,False,DANE_ENIG_2006_2007
"Onces, medias nueves, media mañana, algo, entredía, recreo",30985,Salidas,False,DANE_ENIG_2006_2007
"Gastos en discotecas, bares, griles, tabernas y similares (comida, bebidas, cover)",72932,Salidas,False,DANE_ENIG_2006_2007
"Gastos en bebidas alcohólicas (cerveza, aguardiente, ron, etc) en tiendas, fondas rurales y al aire ",56166,Salidas,False,DANE_ENIG_2006_2007
"Pago mensual por alimentación de estudiantes en establecimiento educativo (restaurantes escolares, u",36181,Salidas,False,DANE_ENIG_2006_2007
Pago en comedores comunitarios,12861,Salidas,False,DANE_ENIG_2006_2007
"Pago de alimentos recibidos por niños menores de 3 años en jardín, preescolar, guardería",13736,Salidas,False,DANE_ENIG_2006_2007
Valor imputado de alimentos que pagaria a precios de mercado para menores de 3 años,67015,Salidas,False,DANE_ENIG_2006_2007
Pago de alimentos recibidos por personas de 3 años y más en el plantel,9031,Salidas,True,DANE_ENIG_2006_2007
Valor imputado de alimentos que pagaria a precios de mercado para personas de 3 años y más,61704,Salidas,False,DANE_ENIG_2006_2007
"Servicios de alojamiento en hoteles, pensiones, posadas y hostales",187633,Salidas,False,DANE_ENIG_2006_2007
Servicios de alojamiento en moteles y residencias,68389,Salidas,False,DANE_ENIG_2006_2007
"Servicios de alojamiento en Centros de vacaciones, cabañas, apartamentos, servicios de alquiler en t",29416,Salidas,False,DANE_ENIG_2006_2007
Servicios de alojamiento por motivo de enseñanza: internados de colegios; residencias estudiantiles;,239182,Salidas,False,DANE_ENIG_2006_2007
Corte de pelo para hombres y niños,5919,Fijos,False,DANE_ENIG_2006_2007
Afeitado en barberías,5331,Fijos,False,DANE_ENIG_2006_2007
"Corte de pelo, peinado y alizado para mujeres y niñas",12102,Fijos,False,DANE_ENIG_2006_2007
Tratamientos capilares y faciales,22458,Fijos,False,DANE_ENIG_2006_2007
Manicure y pedicure,11411,Fijos,False,DANE_ENIG_2006_2007
"Teñido de cabello, permanentes y desrizados en salon de belleza",34683,Fijos,False,DANE_ENIG_2006_2007
"Saunas, turcos y masajes no terapéuticos",31582,Fijos,False,DANE_ENIG_2006_2007
Depilaciones,15873,Fijos,False,DANE_ENIG_2006_2007
"Otros tratamientos de belleza: bronceado en cámara, etc",61254,Fijos,False,DANE_ENIG_2006_2007
"Máquinas eléctricas de afeitar, para cortar el pelo y depiladoras",5023,Fijos,False,DANE_ENIG_2006_2007
Pinzas y secadores eléctricos,6895,Fijos,False,DANE_ENIG_2006_2007
"Otros aparatos eléctricos para el cuidado personal: cepillos de dientes, vaporizdores, artículos elé",4289,Fijos,False,DANE_ENIG_2006_2007
Reparación de aparatos eléctricos para el cuidado personal,1892,Fijos,False,DANE_ENIG_2006_2007
"Máquina de afeitar no desechables, cuchillas y repuestos para máquinas de afeitar desechables, depil",3804,Fijos,False,DANE_ENIG_2006_2007
Balanzas personales o pesas,3322,Fijos,False,DANE_ENIG_2006_2007
Jabones de tocador líquidos y en barra,3757,Fijos,False,DANE_ENIG_2006_2007
"Champús, acondicionadores, bálsamos, enjuagues, cremas y tratamientos para el ca",11247,Fijos,False,DANE_ENIG_2006_2007
"Cremas de afeitar (tubo, aerosol, gel) y lociones para después de la afeitada",8860,Fijos,False,DANE_ENIG_2006_2007
"Desodorantes (crema, barra, roll-on, aerosol)",7718,Fijos,False,DANE_ENIG_2006_2007
"Perfumes, colonias y lociones",51472,Fijos,False,DANE_ENIG_2006_2007
"Artículos para la higiene corporal del bebé: Aceites, cremas, champús, bálsamos, , jabones, colonias",17534,Fijos,False,DANE_ENIG_2006_2007
Otros artículos para higiene corporal,9220,Fijos,False,DANE_ENIG_2006_2007
"Cepillos de dientes, hilo y seda dental",5459,Fijos,False,DANE_ENIG_2006_2007
Crema dental y enjuague bucal,4763,Fijos,False,DANE_ENIG_2006_2007
"Otros artículos para la higiene oral (blanqueadores, ceras, etc)",7075,Fijos,False,DANE_ENIG_2006_2007
"Bases para la cara, polvos faciales, pestañinas, labiales, lápices de ceja, delineadores, sombras y ",17429,Fijos,False,DANE_ENIG_2006_2007
"Esmaltes, quitaesmaltes y diluyentes",4551,Fijos,False,DANE_ENIG_2006_2007
"Cremas (nutritivas, limpiadoras, hidratantes, etc.), talcos y polvos para el cueerpo y los pies, bro",16533,Fijos,False,DANE_ENIG_2006_2007
Tinturas para el cabello,14034,Fijos,False,DANE_ENIG_2006_2007
Otros productos de belleza,21891,Fijos,False,DANE_ENIG_2006_2007
Papel higiénico,6506,Fijos,False,DANE_ENIG_2006_2007
"Algodón, esponjas para el cuerpo y copitos",2372,Fijos,False,DANE_ENIG_2006_2007
"Toallas desechables: de mano, de cocina, pañuelos desechables, pañitos húmedos",5992,Fijos,False,DANE_ENIG_2006_2007
"Toallas sanitarias, protectores y tampones",5334,Fijos,False,DANE_ENIG_2006_2007
"Protectores para brassier, mamadores, succionadores y pezoneras",7891,Fijos,False,DANE_ENIG_2006_2007
Pañales desechables,18955,Fijos,False,DANE_ENIG_2006_2007
Pañales para incontinencia,25080,Fijos,False,DANE_ENIG_2006_2007
Otros productos para el aseo personal,7316,Fijos,False,DANE_ENIG_2006_2007
Servicios prestados por personas para entretenimiento privado de adultos (strippers),25399,Fijos,False,DANE_ENIG_2006_2007
"Anillos, argollas, sortijas, aretes, pendientes, prendedores y alfileres para corbata, mancornas en ",27819,Fijos,False,DANE_ENIG_2006_2007
"Collares, cadenas, gargantillas, pulseras y manillas en oro y plata.",29309,Fijos,False,DANE_ENIG_2006_2007
Piedras preciosas,49675,Fijos,False,DANE_ENIG_2006_2007
"Reparación de artículos de oro, plata y piedras preciosas.",17351,Fijos,False,DANE_ENIG_2006_2007
"Relojes de mesa o pared y despertadores, termómetros y barómetros de pared",3882,Fijos,False,DANE_ENIG_2006_2007
"Relojes de pulso, de bolsillo y cronómetros",6840,Fijos,False,DANE_ENIG_2006_2007
"Reparación de relojes, cronómetros, termómetros y barómetros de pared",1665,Fijos,False,DANE_ENIG_2006_2007
"Anillos, argollas, sortijas, aretes, pendientes, prendedores de fantasía.",5830,Fijos,False,DANE_ENIG_2006_2007
"Collares, cadenas, gargantillas, pulseras y manillas de fantasía",6779,Fijos,False,DANE_ENIG_2006_2007
Reparación de artículos de fantasía,2080,Fijos,False,DANE_ENIG_2006_2007
"Maletines, portafolios y bolsos de viaje",19511,Fijos,False,DANE_ENIG_2006_2007
Carteras y bolsos de mano,16381,Fijos,False,DANE_ENIG_2006_2007
"Billeteras, monederos, tarjeteros de bolsillo y portabilletes",9552,Fijos,False,DANE_ENIG_2006_2007
Bolsos y mochilas para estudiantes,13347,Fijos,False,DANE_ENIG_2006_2007
Reparación de artículos de viaje y para el transporte de efectos personales,3433,Fijos,False,DANE_ENIG_2006_2007
"Coches, caminadores, sillas, sillas para vehículo, cestos y hamacas para bebé",39164,Fijos,False,DANE_ENIG_2006_2007
Portabebés delanteros y de espalda,9296,Fijos,False,DANE_ENIG_2006_2007
Monitores e intercomunicadores para bebé,13043,Fijos,False,DANE_ENIG_2006_2007
"Chupos, mamilas, entretenedores",2471,Fijos,False,DANE_ENIG_2006_2007
Pañaleras,8836,Fijos,False,DANE_ENIG_2006_2007
"Otros artículos para bebé (bañeras, correas para bebé, etc)",9384,Fijos,False,DANE_ENIG_2006_2007
Reparación de artículos para bebé,27479,Fijos,False,DANE_ENIG_2006_2007
"Artículos para fumador: Pipas, encendedores no desechables, pitilleras y cortapuros",1186,Fijos,False,DANE_ENIG_2006_2007
"Artículos personales varios: gafas de sol, lentes de contacto cosmeticos, bastones, paraguas y sombr",20043,Fijos,False,DANE_ENIG_2006_2007
"Artículos de funeraria: Ataúdes, lápidas y urnas",51047,Fijos,False,DANE_ENIG_2006_2007
"Residencias para ancianos, hogares geriátricos, hogares para personas con limita",215205,Fijos,False,DANE_ENIG_2006_2007
Asistencia en el hogar para el cuidado y mantenimiento de personas con limitacio,105286,Fijos,False,DANE_ENIG_2006_2007
"Pagos mensuales en guardería o salacunas: pensión, alimentación, etc",38777,Fijos,False,DANE_ENIG_2006_2007
